season,team,team_id,player_id,player_name,first_name,last_name,position,jersey_number,status,game_type
2024,KC,2310,00-0038519,Nikko Remigio,Nikko,Remigio,WR,81.0,ACT,SB
2024,WAS,5110,00-0033591,Noah Brown,Noah,Brown,WR,85.0,RES,CON
2024,SEA,4600,00-0035644,Noah Fant,Noah,Fant,TE,87.0,ACT,REG
2024,KC,2310,00-0036637,Noah Gray,Noah,Gray,TE,83.0,ACT,SB
2024,CHI,810,00-0035621,Nsimba Webster,Nsimba,Webster,WR,83.0,RES,REG
2024,CLE,1050,00-0034367,Nyheim Hines,Nyheim,Miller-Hines,RB,22.0,RES,REG
2024,WAS,5110,00-0035208,Olamide Zaccheaus,Olamide,Zaccheaus,WR,14.0,ACT,CON
2024,BAL,325,00-0038458,Owen Wright,Owen,Wright,RB,36.0,RES,DIV
2024,JAX,2250,00-0038606,Parker Washington,Christopher,Washington,WR,11.0,ACT,REG
2024,PHI,3700,00-0035639,Parris Campbell,Parris,Campbell,WR,80.0,ACT,SB
2024,PIT,3900,00-0036894,Pat Freiermuth,Pat,Freiermuth,TE,88.0,ACT,WC
2024,KC,2310,00-0033873,Patrick Mahomes,Patrick,Mahomes,QB,15.0,ACT,SB
2024,JAX,2250,00-0039231,Patrick Murtagh,Patrick,Murtagh,TE,88.0,RES,REG
2024,BAL,325,00-0033376,Patrick Ricard,Patrick,Ricard,RB,42.0,ACT,DIV
2024,SF,4500,00-0035973,Patrick Taylor,Patrick,Taylor,RB,32.0,ACT,REG
2024,TB,4900,00-0039050,Payne Durham,Payne,Durham,TE,87.0,ACT,WC
2024,KC,2310,00-0037569,Peyton Hendershot,Peyton,Hendershot,TE,88.0,ACT,SB
2024,SEA,4600,00-0033439,Pharaoh Brown,Pharaoh,Brown,TE,86.0,ACT,REG
2024,CLE,1050,00-0038098,Pierre Strong,Pierre,Strong,RB,20.0,RES,REG
2024,DAL,1200,00-0038735,Princeton Fant,Princeton,Fant,TE,85.0,ACT,REG
2024,LA,2510,00-0039075,Puka Nacua,Puka,Nacua,WR,17.0,ACT,DIV
2024,LAC,4400,00-0038544,Quentin Johnston,Quentin,Johnston,WR,1.0,ACT,WC
2024,BUF,610,00-0036590,Quintin Morris,Quintin,Morris,TE,85.0,ACT,CON
2024,TB,4900,00-0037256,Rachaad White,Rachaad,White,RB,1.0,ACT,WC
2024,CAR,750,00-0037429,Raheem Blackshear,Raheem,Blackshear,RB,3.0,ACT,REG
2024,MIA,2700,00-0031687,Raheem Mostert,Dominique,Mostert,RB,31.0,ACT,REG
2024,TB,4900,00-0038821,Rakim Jarrett,Rakim,Jarrett,WR,18.0,ACT,WC
2024,LV,2520,00-0039543,Ramel Keyton,Ramel,Keyton,WR,82.0,ACT,REG
2024,KC,2310,00-0039067,Rashee Rice,Rashee,Rice,WR,4.0,RES,SB
