player_id,player_name,player_abbr,game_id,week,recent_team,opponent_team,season,season_type,position,headshot_url,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,fantasy_points,fantasy_points_ppr,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
00-0033906,Alvin Kamara,A.Kamara,2024_01_CAR_NO,1,NO,CAR,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",15,83.0,1,0.0,0.0,5.0,5.5088787,0,5,5,27.0,0,0.0,0.0,-17.0,44.0,0.0,-0.22240311,17.0,22.0,63.0,4.2,20.0,1.3,0.0,3.6413253012048203,26.666666666666668,2.5792142857142863,74.64609128509629,8.35390871490371,0.5569272476602474,0.4666666666666667
00-0033906,Alvin Kamara,A.Kamara,2024_02_NO_DAL,2,NO,DAL,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",20,115.0,3,0.0,0.0,8.0,8.755781,0,2,3,65.0,1,0.0,0.0,-4.0,68.0,1.0,5.3709974,42.0,44.0,80.0,4.0,35.0,1.8,3.0,3.558869565217392,45.0,2.8074000000000003,94.84915181945071,20.15084818054929,1.0075424090274645,0.5
00-0033906,Alvin Kamara,A.Kamara,2024_03_PHI_NO,3,NO,PHI,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",26,87.0,0,0.0,0.0,5.0,-10.870423,0,3,3,40.0,0,0.0,0.0,24.0,16.0,1.0,2.6922853,12.7,15.7,54.0,2.1,33.0,1.3,1.0,5.519885057471264,15.384615384615385,2.8759999999999994,110.67167327996232,-23.67167327996232,-0.9104489723062431,0.2692307692307692
00-0033906,Alvin Kamara,A.Kamara,2024_04_NO_ATL,4,NO,ATL,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",19,77.0,1,0.0,0.0,7.0,-0.5584684,0,7,9,42.0,0,0.0,0.0,13.0,30.0,2.0,0.75166374,17.9,24.9,50.0,2.6,27.0,1.4,0.0,4.345584415584415,15.789473684210526,2.8036250000000003,65.4622144328154,-1.4622144328154008,-0.08123413515641115,0.4444444444444444
00-0033906,Alvin Kamara,A.Kamara,2024_05_NO_KC,5,NO,KC,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",11,26.0,0,0.0,0.0,1.0,-2.6988003,0,6,8,40.0,0,0.0,0.0,22.0,28.0,3.0,1.9949319,6.6,12.6,7.0,0.6,19.0,1.7,2.0,8.686538461538463,9.090909090909092,3.3488999999999995,34.245453942765764,-8.245453942765764,-0.7495867220696149,0.2727272727272727
00-0033906,Alvin Kamara,A.Kamara,2024_06_TB_NO,6,NO,TB,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",13,40.0,1,0.0,0.0,2.0,-2.5447278,0,5,8,24.0,0,1.0,0.0,-12.0,34.0,1.0,-2.6828496,12.4,17.4,30.0,2.3,10.0,0.8,0.0,4.3025,38.46153846153847,2.5790833333333336,52.401867376238826,-12.401867376238826,-0.9539897981722174,0.3076923076923077
00-0033906,Alvin Kamara,A.Kamara,2024_08_NO_LAC,8,NO,LAC,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",10,67.0,0,0.0,0.0,3.0,-1.4587592,0,6,11,55.0,0,0.0,0.0,-6.0,64.0,1.0,-2.9082432,12.2,18.2,34.0,3.4,33.0,3.3,2.0,2.77089552238806,10.0,2.9112222222222224,41.16331209652897,25.83668790347103,2.583668790347103,0.2
00-0033906,Alvin Kamara,A.Kamara,2024_09_NO_CAR,9,NO,CAR,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",29,155.0,0,0.0,0.0,7.0,2.7706313,0,6,9,60.0,0,0.0,0.0,13.0,61.0,3.0,-0.68238354,21.5,27.5,51.0,1.8,104.0,3.6,3.0,3.665161290322581,20.689655172413794,2.6757037037037037,151.51141100393582,3.4885889960641805,0.1202961722780752,0.3448275862068966
00-0033906,Alvin Kamara,A.Kamara,2024_10_ATL_NO,10,NO,ATL,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",17,55.0,0,0.0,0.0,3.0,-2.069283,0,5,6,54.0,0,0.0,0.0,17.0,66.0,1.0,-0.20493503,10.9,15.9,35.0,2.1,20.0,1.2,0.0,4.774909090909091,35.294117647058826,2.5649999999999995,63.45924101671532,-15.459241016715318,-0.9662025635447073,0.375
00-0033906,Alvin Kamara,A.Kamara,2024_11_CLE_NO,11,NO,CLE,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",16,67.0,0,0.0,0.0,3.0,-0.36593196,0,4,4,22.0,0,0.0,0.0,-18.0,40.0,1.0,-0.6778677,8.9,12.9,45.0,2.8,22.0,1.4,1.0,4.521791044776119,50.0,2.8196923076923075,73.03223386626598,-6.032233866265983,-0.37701461664162395,0.375
00-0033906,Alvin Kamara,A.Kamara,2024_13_LA_NO,13,NO,LA,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",23,112.0,0,0.0,0.0,5.0,-3.6445525,0,4,6,7.0,0,0.0,0.0,1.0,9.0,0.0,-4.5983224,11.9,15.9,72.0,3.1,40.0,1.7,1.0,4.071071428571428,21.73913043478261,2.78847619047619,101.96363461749654,10.036365382503462,0.4363637122827592,0.5652173913043478
00-0033906,Alvin Kamara,A.Kamara,2024_14_NO_NYG,14,NO,NYG,2024,REG,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt",17,44.0,0,0.0,0.0,2.0,-6.5494843,0,5,5,35.0,0,0.0,0.0,6.0,29.0,2.0,0.5707601,7.9,12.9,19.0,1.1,25.0,1.5,0.0,6.177272727272728,23.52941176470588,2.431,51.06399911920371,-7.063999119203707,-0.41552935995315926,0.4117647058823529
00-0032104,Ameer Abdullah,A.Abdullah,2024_13_LV_KC,13,LV,KC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",10,39.0,0,0.0,0.0,2.0,-4.04924,0,2,2,14.0,0,0.0,0.0,2.0,12.0,1.0,0.11307622,5.3,7.3,39.0,3.9,0.0,0.0,0.0,3.503076923076924,10.0,2.7381,47.22961510342208,-8.229615103422077,-0.8229615103422077,0.4
00-0032104,Ameer Abdullah,A.Abdullah,2024_17_LV_NO,17,LV,NO,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/atwi5p12mlgnsl4y8cgt",20,115.0,0,0.0,0.0,5.0,4.7471704,0,3,4,32.0,0,0.0,0.0,7.0,25.0,2.0,2.715207,14.7,17.7,60.0,3.0,55.0,2.8,4.0,2.8828695652173915,20.0,2.5968999999999998,85.01166287245827,29.988337127541726,1.578333533028512,0.6842105263157895
00-0036328,Antonio Gibson,A.Gibson,2024_02_SEA_NE,2,NE,SEA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",11,96.0,0,0.0,0.0,5.0,5.139164,0,1,1,7.0,0,0.0,0.0,2.0,5.0,1.0,1.4671946,10.3,11.3,34.0,3.1,62.0,5.6,1.0,2.274583333333333,36.36363636363637,2.995222222222222,41.67635968545208,54.32364031454792,4.938512755867993,0.5454545454545454
00-0036328,Antonio Gibson,A.Gibson,2024_06_HOU_NE,6,NE,HOU,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",13,19.0,0,0.0,0.0,0.0,-6.918579,0,3,4,24.0,0,0.0,0.0,7.0,21.0,3.0,-1.0041492,4.3,7.3,6.0,0.5,13.0,1.0,2.0,8.202105263157897,23.076923076923077,3.0357000000000003,38.81611333466705,-19.81611333466705,-1.524316410359004,0.3076923076923077
00-0036328,Antonio Gibson,A.Gibson,2024_16_NE_BUF,16,NE,BUF,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",10,28.0,0,1.0,0.0,1.0,-2.9867187,0,2,2,8.0,0,0.0,0.0,3.0,5.0,1.0,-0.9264966,3.6,5.6,15.0,1.5,13.0,1.3,1.0,6.208928571428572,0.0,3.211111111111111,35.17330208218307,-7.173302082183071,-0.7173302082183071,0.3
00-0036328,Antonio Gibson,A.Gibson,2024_17_LAC_NE,17,NE,LAC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",12,63.0,0,0.0,0.0,3.0,-4.5957494,0,0,1,0.0,0,0.0,0.0,-1.0,0.0,0.0,-0.70235837,6.3,6.3,50.0,4.2,13.0,1.1,0.0,3.213174603174603,0.0,2.6926363636363635,38.2559990462745,24.744000953725497,2.0620000794771247,0.5833333333333334
00-0036328,Antonio Gibson,A.Gibson,2024_18_BUF_NE,18,NE,BUF,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hsjhpzgfdilf9cyrpeup",12,41.0,0,0.0,0.0,1.0,-2.6301513,0,4,6,20.0,0,0.0,0.0,54.0,22.0,2.0,-0.08784553,6.1,10.1,6.0,0.5,35.0,2.9,1.0,5.140975609756097,25.0,3.1565,54.82778054179141,-13.827780541791412,-1.1523150451492843,0.3333333333333333
00-0033699,Austin Ekeler,A.Ekeler,2024_09_WAS_NYG,9,WAS,NYG,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",11,42.0,1,0.0,0.0,4.0,2.6890268,0,3,4,41.0,0,0.0,0.0,-3.0,44.0,1.0,2.9593637,14.3,17.3,11.0,1.0,31.0,2.8,2.0,4.046666666666666,18.181818181818183,2.7375,42.386883944316516,-0.38688394431651574,-0.03517126766513779,0.2727272727272727
00-0033699,Austin Ekeler,A.Ekeler,2024_10_PIT_WAS,10,WAS,PIT,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sldndpn2zwt4uhkj2zks",13,44.0,2,0.0,0.0,7.0,3.2044795,0,1,2,7.0,0,0.0,0.0,2.0,5.0,0.0,-1.3523476,17.1,18.1,31.0,2.4,13.0,1.0,0.0,4.446136363636363,30.76923076923077,2.5215,53.13297502099327,-9.132975020993271,-0.7025365400764054,0.38461538461538464
00-0038542,Bijan Robinson,B.Robinson,2024_01_PIT_ATL,1,ATL,PIT,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",18,68.0,0,0.0,0.0,5.0,-0.76722723,0,5,5,43.0,0,0.0,0.0,-13.0,56.0,3.0,2.6485143,11.1,16.1,18.0,1.0,50.0,2.8,4.0,4.845735294117646,38.88888888888889,2.8894705882352945,72.99058286105446,-8.990582861054463,-0.5288578153561448,0.29411764705882354
00-0038542,Bijan Robinson,B.Robinson,2024_02_ATL_PHI,2,ATL,PHI,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",14,97.0,0,0.0,0.0,5.0,0.113458835,0,4,5,25.0,0,0.0,0.0,-5.0,34.0,1.0,-0.54909337,12.2,16.2,62.0,4.4,35.0,2.5,1.0,3.197628865979383,7.142857142857142,2.5978461538461532,74.06070776096291,22.939292239037087,1.6385208742169348,0.42857142857142855
00-0038542,Bijan Robinson,B.Robinson,2024_03_KC_ATL,3,ATL,KC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",16,31.0,1,0.0,0.0,2.0,-8.549687,0,2,2,21.0,0,0.0,0.0,-11.0,32.0,1.0,2.168677,11.2,13.2,14.0,0.9,17.0,1.1,0.0,8.283548387096776,12.5,2.943083333333334,58.88581134025636,-27.88581134025636,-1.7428632087660225,0.375
00-0038542,Bijan Robinson,B.Robinson,2024_05_TB_ATL,5,ATL,TB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",12,61.0,0,0.0,0.0,1.0,-0.6364591,0,3,3,16.0,0,0.0,0.0,-18.0,34.0,1.0,-0.2859955,7.7,10.7,20.0,1.7,41.0,3.4,1.0,4.578032786885244,16.666666666666664,3.515333333333333,34.77650053890538,20.22349946109462,1.8384999510086018,0.36363636363636365
00-0038542,Bijan Robinson,B.Robinson,2024_06_ATL_CAR,6,ATL,CAR,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",15,95.0,2,0.0,0.0,5.0,6.756614,0,3,4,10.0,0,0.0,0.0,-9.0,19.0,0.0,-1.9035108,22.5,25.5,58.0,3.9,37.0,2.5,0.0,3.7822105263157897,0.0,2.8806000000000003,68.1269250246648,24.8730749753352,1.776648212523943,0.6428571428571429
00-0038542,Bijan Robinson,B.Robinson,2024_07_SEA_ATL,7,ATL,SEA,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",21,103.0,1,0.0,0.0,5.0,2.7771962,0,3,5,40.0,0,0.0,0.0,-7.0,51.0,1.0,0.79747576,20.3,23.3,61.0,2.9,42.0,2.0,2.0,3.760194174757281,4.761904761904762,2.9411052631578944,76.10777912572834,26.892220874271658,1.2805819463938886,0.6666666666666666
00-0038542,Bijan Robinson,B.Robinson,2024_08_ATL_TB,8,ATL,TB,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",13,63.0,0,0.0,0.0,3.0,0.43991074,0,7,7,43.0,1,0.0,0.0,-5.0,48.0,2.0,2.380277,16.6,23.6,43.0,3.3,20.0,1.5,0.0,4.133809523809523,23.076923076923077,2.6283076923076916,55.23048646179612,1.7695135382038814,0.16086486710944375,0.36363636363636365
00-0038542,Bijan Robinson,B.Robinson,2024_09_DAL_ATL,9,ATL,DAL,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",19,86.0,0,0.0,0.0,4.0,-1.4202842,0,7,7,59.0,0,0.0,0.0,-11.0,70.0,4.0,1.7449408,14.5,21.5,52.0,2.7,34.0,1.8,2.0,4.600697674418605,0.0,3.2128125,80.09054362536659,3.9094563746334074,0.21719202081296707,0.4444444444444444
00-0038542,Bijan Robinson,B.Robinson,2024_10_ATL_NO,10,ATL,NO,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",20,116.0,2,0.0,0.0,6.0,5.671573,0,3,4,28.0,0,0.0,0.0,17.0,15.0,0.0,-0.06266207,26.4,29.4,49.0,2.5,67.0,3.4,3.0,3.706206896551724,20.0,2.7511666666666668,76.35349937884618,35.64650062115382,1.8761316116396747,0.47368421052631576
00-0038542,Bijan Robinson,B.Robinson,2024_11_ATL_DEN,11,ATL,DEN,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",12,35.0,0,0.0,0.0,1.0,-3.2540264,0,4,4,28.0,0,0.0,0.0,3.0,25.0,2.0,2.1608021,6.3,10.3,22.0,1.8,13.0,1.1,0.0,4.513428571428571,0.0,2.8660833333333327,39.51606442173334,-4.51606442173334,-0.3763387018111117,0.5
00-0038542,Bijan Robinson,B.Robinson,2024_13_LAC_ATL,13,ATL,LAC,2024,REG,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rydwvaod6ethdjap41l6",26,102.0,1,0.0,0.0,5.0,0.11896421,0,6,6,33.0,0,0.0,0.0,-9.0,42.0,1.0,0.43254155,19.5,25.5,47.0,1.8,55.0,2.1,3.0,4.536960784313726,11.538461538461538,2.73444,115.31236394939437,-18.312363949394367,-0.7324945579757747,0.32
