player_id,player_name,position,recent_team,week,season_type,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receiving_yards,receptions,targets,receiving_tds,fantasy_points,fantasy_points_ppr,carries_per_game,rush_yards_per_game,rush_tds_per_game,targets_per_game,receptions_per_game,receiving_yards_per_game,total_yards_per_game,touches_per_game,yards_per_carry,yards_per_touch,yards_per_catch,yards_per_target,td_per_touch,carries_per_game_rolling_3,rush_yards_per_game_rolling_3,rush_tds_per_game_rolling_3,targets_per_game_rolling_3,receptions_per_game_rolling_3,receiving_yards_per_game_rolling_3,total_yards_per_game_rolling_3,touches_per_game_rolling_3,yards_per_carry_rolling_3,yards_per_touch_rolling_3,yards_per_catch_rolling_3,yards_per_target_rolling_3,td_per_touch_rolling_3,carries_per_game_rolling_5,rush_yards_per_game_rolling_5,rush_tds_per_game_rolling_5,targets_per_game_rolling_5,receptions_per_game_rolling_5,receiving_yards_per_game_rolling_5,total_yards_per_game_rolling_5,touches_per_game_rolling_5,yards_per_carry_rolling_5,yards_per_touch_rolling_5,yards_per_catch_rolling_5,yards_per_target_rolling_5,td_per_touch_rolling_5,carries_per_game_season_avg,rush_yards_per_game_season_avg,rush_tds_per_game_season_avg,targets_per_game_season_avg,receptions_per_game_season_avg,receiving_yards_per_game_season_avg,total_yards_per_game_season_avg,touches_per_game_season_avg,yards_per_carry_season_avg,yards_per_touch_season_avg,yards_per_catch_season_avg,yards_per_target_season_avg,td_per_touch_season_avg
00-0039032,T.Spears,RB,TEN,6,REG,IND,6.0,27.0,,,,1.0,0.023956133,,,,,,2.7,2.7,6.0,27.0,,,,,,,4.5,,,,,7.666666666666667,24.333333333333332,1.0,3.0,3.0,54.0,61.0,11.5,3.533333333333333,10.166666666666666,13.5,13.5,,6.6,22.8,1.0,3.0,3.0,25.333333333333332,41.333333333333336,9.75,3.836666666666667,6.013888888888888,7.25,7.25,,6.6,22.8,1.0,3.0,3.0,25.333333333333332,41.333333333333336,9.75,3.836666666666667,6.013888888888888,7.25,7.25,
00-0039032,T.Spears,RB,TEN,10,REG,LAC,7.0,47.0,,,,2.0,-0.3280114,,4.0,3.0,3.0,,5.1,8.1,7.0,47.0,,3.0,3.0,4.0,51.0,10.0,6.714285714285714,5.1,1.3333333333333333,1.3333333333333333,,9.333333333333334,37.666666666666664,1.0,2.5,2.5,4.0,51.0,13.5,4.604761904761904,5.1,1.3333333333333333,1.3333333333333333,,7.2,28.0,1.0,2.75,2.75,23.0,47.666666666666664,10.25,4.12952380952381,6.3805555555555555,6.777777777777778,6.777777777777778,,6.666666666666667,26.833333333333332,1.0,3.0,3.0,20.0,43.75,9.8,4.3162698412698415,5.785416666666666,5.770833333333333,5.770833333333333,
00-0039032,T.Spears,RB,TEN,11,REG,MIN,3.0,,,,,,-2.3140864,,8.0,2.0,3.0,,0.8,2.8,3.0,,,3.0,2.0,8.0,,5.0,,,4.0,2.6666666666666665,,5.333333333333333,37.0,,3.0,2.5,6.0,51.0,7.5,5.607142857142857,5.1,2.6666666666666665,2.0,,6.6,30.0,1.0,3.0,2.75,22.0,56.0,9.5,4.328571428571429,7.633333333333333,6.277777777777778,5.833333333333333,,6.142857142857143,26.833333333333332,1.0,3.0,2.8333333333333335,17.6,43.75,9.0,4.3162698412698415,5.785416666666666,5.416666666666666,5.15,
00-0039032,T.Spears,RB,TEN,13,REG,WAS,1.0,3.0,,,,,-0.17932375,,,,,,0.3,0.3,1.0,3.0,,,,,,,3.0,,,,,3.6666666666666665,25.0,,3.0,2.5,6.0,51.0,7.5,4.857142857142858,5.1,2.6666666666666665,2.0,,6.4,29.0,1.0,2.6666666666666665,2.3333333333333335,6.0,51.0,10.666666666666666,4.203571428571428,5.1,2.666666666666666,2.0,,5.5,23.428571428571427,1.0,3.0,2.8333333333333335,17.6,43.75,9.0,4.128231292517007,5.785416666666666,5.416666666666666,5.15,
00-0039032,T.Spears,RB,TEN,14,REG,JAX,6.0,21.0,,,,,-1.8390957,,2.0,1.0,2.0,,2.3,3.3,6.0,21.0,,2.0,1.0,2.0,23.0,7.0,3.5,3.2857142857142856,2.0,1.0,,3.3333333333333335,12.0,,2.5,1.5,5.0,23.0,6.0,3.25,3.2857142857142856,3.0,1.8333333333333333,,4.6,24.5,,2.6666666666666665,2.0,4.666666666666667,37.0,7.333333333333333,4.428571428571429,4.192857142857143,2.444444444444444,1.6666666666666667,,5.555555555555555,23.125,1.0,2.857142857142857,2.5714285714285716,15.0,39.6,8.714285714285714,4.049702380952381,5.28547619047619,4.847222222222222,4.458333333333333,
00-0039032,T.Spears,RB,TEN,15,REG,CIN,4.0,5.0,1.0,,,1.0,0.019549482,,87.0,6.0,7.0,1.0,21.2,27.2,4.0,5.0,1.0,7.0,6.0,87.0,92.0,10.0,1.25,9.2,14.5,12.428571428571429,0.2,3.6666666666666665,9.666666666666666,1.0,4.5,3.5,44.5,57.5,8.5,2.5833333333333335,6.242857142857142,8.25,6.714285714285714,0.2,4.2,19.0,1.0,3.75,3.0,25.25,55.333333333333336,8.0,3.616071428571429,5.8619047619047615,5.458333333333333,4.357142857142858,0.2,5.4,21.11111111111111,1.0,3.375,3.0,25.285714285714285,48.333333333333336,8.875,3.7386243386243385,5.937896825396824,6.226190476190475,5.596938775510204,0.2
00-0039032,T.Spears,RB,TEN,16,REG,IND,10.0,27.0,2.0,,,2.0,1.610549,,39.0,3.0,4.0,,18.6,21.6,10.0,27.0,2.0,4.0,3.0,39.0,66.0,13.0,2.7,5.076923076923077,13.0,9.75,,6.666666666666667,17.666666666666668,1.5,4.333333333333333,3.3333333333333335,42.666666666666664,60.333333333333336,10.0,2.4833333333333334,5.854212454212454,9.833333333333334,7.726190476190477,0.2,4.8,14.0,1.5,4.0,3.0,34.0,60.333333333333336,8.75,2.6125,5.854212454212454,8.375,6.461309523809524,0.2,5.818181818181818,21.7,1.3333333333333333,3.4444444444444446,3.0,27.0,50.857142857142854,9.333333333333334,3.6347619047619046,5.814900575614861,7.072916666666666,6.116071428571429,0.2
00-0039032,T.Spears,RB,TEN,17,REG,JAX,20.0,95.0,,,,6.0,-0.3855864,,8.0,3.0,4.0,,10.3,13.3,20.0,95.0,,4.0,3.0,8.0,103.0,23.0,4.75,4.478260869565218,2.6666666666666665,2.0,,11.333333333333334,42.333333333333336,1.5,5.0,4.0,44.666666666666664,87.0,15.333333333333334,2.9,6.251727982162765,10.055555555555555,8.05952380952381,0.2,8.2,30.2,1.5,4.25,3.25,34.0,71.0,13.25,3.04,5.510224558050645,8.041666666666666,6.294642857142858,0.2,7.0,28.363636363636363,1.3333333333333333,3.5,3.0,24.88888888888889,57.375,10.7,3.736147186147186,5.647820612358656,6.583333333333333,5.658730158730159,0.2
00-0039040,D.Achane,RB,MIA,1,REG,JAX,10.0,24.0,1.0,,,1.0,-2.1628287,,76.0,7.0,7.0,,16.0,23.0,10.0,24.0,1.0,7.0,7.0,76.0,100.0,17.0,2.4,5.882352941176471,10.857142857142858,10.857142857142858,,10.0,24.0,1.0,7.0,7.0,76.0,100.0,17.0,2.4,5.882352941176471,10.857142857142858,10.857142857142858,,10.0,24.0,1.0,7.0,7.0,76.0,100.0,17.0,2.4,5.882352941176471,10.857142857142858,10.857142857142858,,10.0,24.0,1.0,7.0,7.0,76.0,100.0,17.0,2.4,5.882352941176471,10.857142857142858,10.857142857142858,
00-0039040,D.Achane,RB,MIA,2,REG,BUF,22.0,96.0,,,,4.0,-1.3902937,,69.0,7.0,7.0,1.0,22.5,29.5,22.0,96.0,,7.0,7.0,69.0,165.0,29.0,4.363636363636363,5.689655172413793,9.857142857142858,9.857142857142858,,16.0,60.0,1.0,7.0,7.0,72.5,132.5,23.0,3.381818181818182,5.786004056795132,10.357142857142858,10.357142857142858,,16.0,60.0,1.0,7.0,7.0,72.5,132.5,23.0,3.381818181818182,5.786004056795132,10.357142857142858,10.357142857142858,,16.0,60.0,1.0,7.0,7.0,72.5,132.5,23.0,3.381818181818182,5.786004056795132,10.357142857142858,10.357142857142858,
00-0039040,D.Achane,RB,MIA,3,REG,SEA,11.0,30.0,,,,2.0,-3.1064727,,28.0,3.0,5.0,,5.8,8.8,11.0,30.0,,5.0,3.0,28.0,58.0,14.0,2.727272727272727,4.142857142857143,9.333333333333334,5.6,,14.333333333333334,50.0,1.0,6.333333333333333,5.666666666666667,57.666666666666664,107.66666666666667,20.0,3.1636363636363636,5.238288418815802,10.015873015873018,8.771428571428572,,14.333333333333334,50.0,1.0,6.333333333333333,5.666666666666667,57.666666666666664,107.66666666666667,20.0,3.1636363636363636,5.238288418815802,10.015873015873018,8.771428571428572,,14.333333333333334,50.0,1.0,6.333333333333333,5.666666666666667,57.666666666666664,107.66666666666667,20.0,3.1636363636363636,5.238288418815802,10.015873015873018,8.771428571428572,
00-0039040,D.Achane,RB,MIA,4,REG,TEN,10.0,15.0,,,,,-5.5676765,,14.0,3.0,3.0,,2.9,5.9,10.0,15.0,,3.0,3.0,14.0,29.0,13.0,1.5,2.230769230769231,4.666666666666667,4.666666666666667,,14.333333333333334,47.0,,5.0,4.333333333333333,37.0,84.0,18.666666666666668,2.8636363636363633,4.021093848680056,7.9523809523809526,6.707936507936508,,13.25,41.25,1.0,5.5,5.0,46.75,88.0,18.25,2.7477272727272726,4.486408621804159,8.678571428571429,7.745238095238095,,13.25,41.25,1.0,5.5,5.0,46.75,88.0,18.25,2.7477272727272726,4.486408621804159,8.678571428571429,7.745238095238095,
00-0039040,D.Achane,RB,MIA,5,REG,NE,3.0,18.0,,,,1.0,0.7698576,,-1.0,1.0,1.0,,1.7,2.7,3.0,18.0,,1.0,1.0,-1.0,17.0,4.0,6.0,4.25,-1.0,-1.0,,8.0,21.0,,3.0,2.3333333333333335,13.666666666666666,34.666666666666664,10.333333333333334,3.4090909090909087,3.5412087912087915,4.333333333333333,3.0888888888888886,,11.2,36.6,1.0,4.6,4.2,37.2,73.8,15.4,3.3981818181818184,4.439126897443328,6.742857142857143,5.996190476190476,,11.2,36.6,1.0,4.6,4.2,37.2,73.8,15.4,3.3981818181818184,4.439126897443328,6.742857142857143,5.996190476190476,
00-0039040,D.Achane,RB,MIA,7,REG,IND,15.0,77.0,,,,3.0,-0.654937,,8.0,2.0,3.0,,8.5,10.5,15.0,77.0,,3.0,2.0,8.0,85.0,17.0,5.133333333333334,5.0,4.0,2.6666666666666665,,9.333333333333334,36.666666666666664,,2.3333333333333335,2.0,7.0,43.666666666666664,11.333333333333334,4.211111111111111,3.8269230769230766,2.555555555555556,2.111111111111111,,12.2,47.2,,3.8,3.2,23.6,70.8,15.4,3.9448484848484844,4.262656309208033,5.371428571428572,4.358095238095238,,11.833333333333334,43.333333333333336,1.0,4.333333333333333,3.8333333333333335,32.333333333333336,75.66666666666667,15.666666666666666,3.6873737373737376,4.5326057478694395,6.285714285714286,5.441269841269841,
00-0039040,D.Achane,RB,MIA,8,REG,ARI,10.0,97.0,,,,2.0,4.092652,,50.0,6.0,8.0,1.0,20.7,26.7,10.0,97.0,,8.0,6.0,50.0,147.0,16.0,9.7,9.1875,8.333333333333334,6.25,,9.333333333333334,64.0,,4.0,3.0,19.0,83.0,12.333333333333334,6.944444444444444,6.145833333333333,3.777777777777778,2.638888888888889,,9.8,47.4,,4.0,3.0,19.8,67.2,12.8,5.012121212121212,4.962225274725275,5.066666666666667,3.6366666666666667,,11.571428571428571,51.0,1.0,4.857142857142857,4.142857142857143,34.857142857142854,85.85714285714286,15.714285714285714,4.546320346320346,5.197590641030948,6.578231292517008,5.556802721088435,
00-0039040,D.Achane,RB,MIA,9,REG,BUF,12.0,63.0,1.0,,,5.0,3.528511,,58.0,8.0,8.0,1.0,24.1,32.1,12.0,63.0,1.0,8.0,8.0,58.0,121.0,20.0,5.25,6.05,7.25,7.25,0.1,12.333333333333334,79.0,1.0,6.333333333333333,5.333333333333333,38.666666666666664,117.66666666666667,17.666666666666668,6.694444444444444,6.745833333333334,6.527777777777779,5.388888888888889,0.1,10.0,54.0,1.0,4.6,4.0,25.8,79.8,14.0,5.516666666666667,5.343653846153846,4.65,3.9666666666666672,0.1,11.625,52.5,1.0,5.25,4.625,37.75,90.25,16.25,4.6342803030303035,5.304141810902079,6.662202380952381,5.768452380952381,0.1
00-0039040,D.Achane,RB,MIA,10,REG,LA,12.0,37.0,,,,2.0,-3.412578,,15.0,5.0,5.0,,5.2,10.2,12.0,37.0,,5.0,5.0,15.0,52.0,17.0,3.0833333333333335,3.0588235294117645,3.0,3.0,,11.333333333333334,65.66666666666667,1.0,7.0,6.333333333333333,41.0,106.66666666666667,17.666666666666668,6.01111111111111,6.098774509803921,6.1944444444444455,5.5,0.1,10.4,58.4,1.0,5.0,4.4,26.0,84.4,14.8,5.833333333333333,5.509264705882353,4.316666666666667,3.633333333333333,0.1,11.666666666666666,50.77777777777778,1.0,5.222222222222222,4.666666666666667,35.22222222222222,86.0,16.333333333333332,4.461952861952862,5.0546620018476,6.255291005291006,5.46084656084656,0.1
00-0039040,D.Achane,RB,MIA,11,REG,LV,17.0,73.0,1.0,,,4.0,0.43111122,,32.0,4.0,4.0,,16.5,20.5,17.0,73.0,1.0,4.0,4.0,32.0,105.0,21.0,4.294117647058823,5.0,8.0,8.0,,13.666666666666666,57.666666666666664,1.0,5.666666666666667,5.666666666666667,35.0,92.66666666666667,19.333333333333332,4.209150326797386,4.702941176470588,6.083333333333333,6.083333333333333,0.1,13.2,69.4,1.0,5.6,5.0,32.6,102.0,18.2,5.492156862745098,5.659264705882353,6.116666666666667,5.433333333333333,0.1,12.2,53.0,1.0,5.1,4.6,34.9,87.9,16.8,4.445169340463458,5.04919580166284,6.4297619047619055,5.714761904761905,0.1
00-0039040,D.Achane,RB,MIA,12,REG,NE,10.0,32.0,,,,,-1.6135799,,24.0,3.0,4.0,2.0,17.6,20.6,10.0,32.0,,4.0,3.0,24.0,56.0,13.0,3.2,4.3076923076923075,8.0,6.0,,13.0,47.333333333333336,1.0,4.333333333333333,4.0,23.666666666666668,71.0,17.0,3.5258169934640526,4.122171945701357,6.333333333333333,5.666666666666667,,12.2,60.4,1.0,5.8,5.2,35.8,96.2,17.4,5.105490196078431,5.520803167420814,6.916666666666667,6.1,0.1,12.0,51.09090909090909,1.0,5.0,4.454545454545454,33.90909090909091,85.0,16.454545454545453,4.331972127694052,4.981786393120064,6.572510822510822,5.74069264069264,0.1
00-0039040,D.Achane,RB,MIA,13,REG,GB,7.0,14.0,,,,1.0,-1.6044165,,56.0,8.0,9.0,1.0,13.0,21.0,7.0,14.0,,9.0,8.0,56.0,70.0,15.0,2.0,4.666666666666667,7.0,6.222222222222222,,11.333333333333334,39.666666666666664,1.0,5.666666666666667,5.0,37.333333333333336,77.0,16.333333333333332,3.1647058823529406,4.6581196581196584,7.666666666666667,6.7407407407407405,,11.6,43.8,1.0,6.0,5.6,37.0,80.8,17.2,3.5654901960784313,4.616636500754148,6.65,6.094444444444445,0.1,11.583333333333334,48.0,1.0,5.333333333333333,4.75,35.75,83.75,16.333333333333332,4.1376411170528815,4.955526415915615,6.608134920634921,5.780820105820106,0.1
00-0039040,D.Achane,RB,MIA,14,REG,NYJ,14.0,24.0,1.0,,,2.0,-5.804699,,45.0,6.0,7.0,,12.9,18.9,14.0,24.0,1.0,7.0,6.0,45.0,69.0,20.0,1.7142857142857142,3.45,7.5,6.428571428571429,,10.333333333333334,23.333333333333332,1.0,6.666666666666667,5.666666666666667,41.666666666666664,65.0,16.0,2.304761904761905,4.141452991452991,7.5,6.216931216931218,,12.0,36.0,1.0,5.8,5.2,34.4,70.4,17.2,2.858347338935574,4.096636500754148,6.7,5.9301587301587295,,11.76923076923077,46.15384615384615,1.0,5.461538461538462,4.846153846153846,36.46153846153846,82.61538461538461,16.615384615384617,3.9512291629938687,4.839716691614414,6.676739926739927,5.830647130647131,0.1
00-0039040,D.Achane,RB,MIA,15,REG,HOU,12.0,41.0,,,,2.0,-2.2011154,,35.0,7.0,7.0,,7.6,14.6,12.0,41.0,,7.0,7.0,35.0,76.0,19.0,3.4166666666666665,4.0,5.0,5.0,,11.0,26.333333333333332,1.0,7.666666666666667,7.0,45.333333333333336,71.66666666666667,18.0,2.376984126984127,4.038888888888889,6.5,5.883597883597884,,12.0,36.8,1.0,6.2,5.6,38.4,75.2,17.6,2.9250140056022405,4.284871794871795,7.1,6.330158730158731,,11.785714285714286,45.785714285714285,1.0,5.571428571428571,5.0,36.357142857142854,82.14285714285714,16.785714285714285,3.913046127541926,4.7797369279276705,6.556972789115647,5.7713151927437645,0.1
00-0039040,D.Achane,RB,MIA,16,REG,SF,17.0,120.0,1.0,,,3.0,7.928652,,70.0,6.0,7.0,,25.0,31.0,17.0,120.0,1.0,7.0,6.0,70.0,190.0,23.0,7.0588235294117645,8.26086956521739,11.666666666666666,10.0,,14.333333333333334,61.666666666666664,1.0,7.0,6.333333333333333,50.0,111.66666666666667,20.666666666666668,4.063258636788048,5.23695652173913,8.055555555555555,7.142857142857143,,12.0,46.2,1.0,6.8,6.0,46.0,92.2,18.0,3.4779551820728285,4.9370457079152725,7.833333333333333,6.73015873015873,,12.133333333333333,50.733333333333334,1.0,5.666666666666667,5.066666666666666,38.6,89.33333333333333,17.2,4.122764620999915,5.011812437080318,6.897619047619048,6.0532275132275135,0.1
00-0039040,D.Achane,RB,MIA,17,REG,CLE,10.0,25.0,,,,1.0,-6.4527793,,13.0,2.0,2.0,,3.8,5.8,10.0,25.0,,2.0,2.0,13.0,38.0,12.0,2.5,3.1666666666666665,6.5,6.5,,13.0,62.0,1.0,5.333333333333333,5.0,39.333333333333336,101.33333333333333,18.0,4.325163398692811,5.142512077294685,7.722222222222221,7.166666666666667,,12.0,44.8,1.0,6.4,5.8,43.8,88.6,17.8,3.3379551820728297,4.708840579710145,7.533333333333333,6.830158730158731,,12.0,49.125,1.0,5.4375,4.875,37.0,86.125,16.875,4.021341832187421,4.896490826429464,6.872767857142858,6.081150793650794,0.1
00-0039040,D.Achane,RB,MIA,18,REG,NYJ,11.0,121.0,1.0,,,4.0,5.938962,,,,,,18.1,18.1,11.0,121.0,1.0,,,,,,11.0,,,,,12.666666666666666,88.66666666666667,1.0,4.5,4.0,41.5,114.0,17.5,6.852941176470588,5.7137681159420275,9.083333333333332,8.25,,12.8,66.2,1.0,5.75,5.25,40.75,93.25,18.5,5.1379551820728295,4.7193840579710145,7.666666666666666,6.982142857142857,,11.941176470588236,53.35294117647059,1.0,5.4375,4.875,37.0,86.125,16.875,4.431851136176396,4.896490826429464,6.872767857142858,6.081150793650794,0.1
00-0039139,J.Gibbs,RB,DET,1,REG,LA,11.0,40.0,1.0,,,3.0,1.7540249,,34.0,4.0,6.0,,13.4,17.4,11.0,40.0,1.0,6.0,4.0,34.0,74.0,15.0,3.6363636363636362,4.933333333333334,8.5,5.666666666666667,,11.0,40.0,1.0,6.0,4.0,34.0,74.0,15.0,3.6363636363636362,4.933333333333334,8.5,5.666666666666667,,11.0,40.0,1.0,6.0,4.0,34.0,74.0,15.0,3.6363636363636362,4.933333333333334,8.5,5.666666666666667,,11.0,40.0,1.0,6.0,4.0,34.0,74.0,15.0,3.6363636363636362,4.933333333333334,8.5,5.666666666666667,
00-0039139,J.Gibbs,RB,DET,2,REG,TB,13.0,84.0,,,,3.0,2.7636359,,22.0,7.0,7.0,,10.6,17.6,13.0,84.0,,7.0,7.0,22.0,106.0,20.0,6.461538461538462,5.3,3.142857142857143,3.142857142857143,,12.0,62.0,1.0,6.5,5.5,28.0,90.0,17.5,5.048951048951049,5.116666666666667,5.821428571428571,4.404761904761905,,12.0,62.0,1.0,6.5,5.5,28.0,90.0,17.5,5.048951048951049,5.116666666666667,5.821428571428571,4.404761904761905,,12.0,62.0,1.0,6.5,5.5,28.0,90.0,17.5,5.048951048951049,5.116666666666667,5.821428571428571,4.404761904761905,
00-0039139,J.Gibbs,RB,DET,3,REG,ARI,16.0,83.0,,,,4.0,0.84314066,,,,,,8.3,8.3,16.0,83.0,,,,,,,5.1875,,,,,13.333333333333334,69.0,1.0,6.5,5.5,28.0,90.0,17.5,5.095134032634033,5.116666666666667,5.821428571428571,4.404761904761905,,13.333333333333334,69.0,1.0,6.5,5.5,28.0,90.0,17.5,5.095134032634033,5.116666666666667,5.821428571428571,4.404761904761905,,13.333333333333334,69.0,1.0,6.5,5.5,28.0,90.0,17.5,5.095134032634033,5.116666666666667,5.821428571428571,4.404761904761905,
00-0039139,J.Gibbs,RB,DET,4,REG,SEA,14.0,78.0,2.0,,,5.0,3.9664328,,,,,,19.8,19.8,14.0,78.0,2.0,,,,,,5.571428571428571,,,,,14.333333333333334,81.66666666666667,2.0,7.0,7.0,22.0,106.0,20.0,5.740155677655678,5.3,3.142857142857143,3.142857142857143,,13.5,71.25,1.5,6.5,5.5,28.0,90.0,17.5,5.214207667332667,5.116666666666667,5.821428571428571,4.404761904761905,,13.5,71.25,1.5,6.5,5.5,28.0,90.0,17.5,5.214207667332667,5.116666666666667,5.821428571428571,4.404761904761905,
00-0039139,J.Gibbs,RB,DET,6,REG,DAL,12.0,63.0,,,,5.0,3.1197755,,28.0,3.0,5.0,,9.1,12.1,12.0,63.0,,5.0,3.0,28.0,91.0,15.0,5.25,6.066666666666666,9.333333333333334,5.6,,14.0,74.66666666666667,2.0,5.0,3.0,28.0,91.0,15.0,5.336309523809523,6.066666666666666,9.333333333333334,5.6,,13.2,69.6,1.5,6.0,4.666666666666667,28.0,90.33333333333333,16.666666666666668,5.221366133866134,5.433333333333334,6.992063492063491,4.803174603174603,,13.2,69.6,1.5,6.0,4.666666666666667,28.0,90.33333333333333,16.666666666666668,5.221366133866134,5.433333333333334,6.992063492063491,4.803174603174603,
00-0039139,J.Gibbs,RB,DET,7,REG,MIN,15.0,116.0,2.0,,,3.0,5.7533383,,44.0,4.0,4.0,,28.0,32.0,15.0,116.0,2.0,4.0,4.0,44.0,160.0,19.0,7.733333333333333,8.421052631578947,11.0,11.0,,13.666666666666666,85.66666666666667,2.0,4.5,3.5,36.0,125.5,17.0,6.184920634920634,7.243859649122807,10.166666666666668,8.3,,14.0,84.8,2.0,5.333333333333333,4.666666666666667,31.333333333333332,119.0,18.0,6.040760073260073,6.595906432748538,7.825396825396825,6.5809523809523816,,13.5,77.33333333333333,1.6666666666666667,5.5,4.5,32.0,107.75,17.25,5.640027333777334,6.1802631578947365,7.994047619047619,6.352380952380953,
00-0039139,J.Gibbs,RB,DET,8,REG,TEN,11.0,127.0,1.0,,,3.0,6.3062587,,6.0,1.0,1.0,,19.3,20.3,11.0,127.0,1.0,1.0,1.0,6.0,133.0,12.0,11.545454545454545,11.083333333333334,6.0,6.0,,12.666666666666666,102.0,1.5,3.3333333333333335,2.6666666666666665,26.0,128.0,15.333333333333334,8.176262626262627,8.523684210526316,8.777777777777779,7.533333333333334,,13.6,93.4,1.6666666666666667,3.3333333333333335,2.6666666666666665,26.0,128.0,15.333333333333334,7.05754329004329,8.523684210526314,8.777777777777779,7.533333333333334,,13.142857142857142,84.42857142857143,1.5,4.6,3.8,26.8,112.8,16.2,6.483659792588363,7.160877192982456,7.595238095238095,6.281904761904762,
00-0039139,J.Gibbs,RB,DET,9,REG,GB,11.0,65.0,1.0,,,2.0,3.8404434,,11.0,1.0,2.0,,13.6,14.6,11.0,65.0,1.0,2.0,1.0,11.0,76.0,12.0,5.909090909090909,6.333333333333333,11.0,5.5,,12.333333333333334,102.66666666666667,1.3333333333333333,2.3333333333333335,2.0,20.333333333333332,123.0,14.333333333333334,8.395959595959596,8.612573099415204,9.333333333333334,7.5,,12.6,89.8,1.5,3.0,2.25,22.25,115.0,14.5,7.201861471861472,7.97609649122807,9.333333333333334,7.025,,12.875,82.0,1.4,4.166666666666667,3.3333333333333335,24.166666666666668,106.66666666666667,15.5,6.411838682151182,7.022953216374269,8.162698412698413,6.151587301587302,
00-0039139,J.Gibbs,RB,DET,10,REG,HOU,19.0,71.0,,,,3.0,-3.770042,,37.0,2.0,3.0,,10.8,12.8,19.0,71.0,,3.0,2.0,37.0,108.0,21.0,3.736842105263158,5.142857142857143,18.5,12.333333333333334,,13.666666666666666,87.66666666666667,1.0,2.0,1.3333333333333333,18.0,105.66666666666667,15.0,7.063795853269537,7.51984126984127,11.833333333333334,7.9444444444444455,,13.6,88.4,1.3333333333333333,3.0,2.2,25.2,113.6,15.8,6.834944178628389,7.409448621553883,11.166666666666668,8.086666666666668,,13.555555555555555,80.77777777777777,1.4,4.0,3.142857142857143,26.0,106.85714285714286,16.285714285714285,6.114616840274735,6.754368063014679,9.639455782312925,7.034693877551021,
00-0039139,J.Gibbs,RB,DET,11,REG,JAX,11.0,69.0,1.0,,,3.0,1.7990241,,54.0,1.0,1.0,,18.3,19.3,11.0,69.0,1.0,1.0,1.0,54.0,123.0,12.0,6.2727272727272725,10.25,54.0,54.0,,13.666666666666666,68.33333333333333,1.0,2.0,1.3333333333333333,34.0,102.33333333333333,15.0,5.306220095693781,7.242063492063491,27.833333333333332,23.944444444444446,,13.4,89.6,1.25,2.2,1.8,30.4,120.0,15.2,7.039489633173844,8.246115288220551,20.1,17.76666666666667,,13.3,79.6,1.3333333333333333,3.625,2.875,29.5,108.875,15.75,6.130427883519989,7.191322055137844,15.18452380952381,12.905357142857143,
00-0039139,J.Gibbs,RB,DET,12,REG,IND,21.0,90.0,2.0,,,7.0,3.006688,,9.0,3.0,3.0,,21.9,24.9,21.0,90.0,2.0,3.0,3.0,9.0,99.0,24.0,4.285714285714286,4.125,3.0,3.0,,17.0,76.66666666666667,1.5,2.3333333333333335,2.0,33.333333333333336,110.0,19.0,4.765094554568239,6.505952380952382,25.166666666666668,23.111111111111114,,14.6,84.4,1.25,2.0,1.6,23.4,107.8,16.2,6.349965823650034,7.386904761904762,18.5,16.166666666666668,,14.0,80.54545454545455,1.4285714285714286,3.5555555555555554,2.888888888888889,27.22222222222222,107.77777777777777,16.666666666666668,5.962726647355834,6.8506196045669725,13.83068783068783,11.804761904761905,
00-0039139,J.Gibbs,RB,DET,13,REG,CHI,9.0,87.0,,,,4.0,4.3564672,,17.0,2.0,4.0,,8.4,10.4,9.0,87.0,,4.0,2.0,17.0,104.0,11.0,9.666666666666666,9.454545454545455,8.5,4.25,,13.666666666666666,82.0,1.5,2.6666666666666665,2.0,26.666666666666668,108.66666666666667,15.666666666666666,6.741702741702742,7.9431818181818175,21.833333333333332,20.416666666666668,,14.2,76.4,1.3333333333333333,2.6,1.8,25.6,102.0,16.0,5.974208247892458,7.061147186147186,19.0,15.816666666666668,,13.583333333333334,81.08333333333333,1.4285714285714286,3.6,2.8,26.2,107.4,16.1,6.271388315631737,7.11101218956482,13.297619047619047,11.049285714285714,
00-0039139,J.Gibbs,RB,DET,14,REG,GB,15.0,43.0,,,,2.0,-9.610375,,30.0,6.0,6.0,1.0,13.3,19.3,15.0,43.0,,6.0,6.0,30.0,73.0,21.0,2.8666666666666667,3.4761904761904763,5.0,5.0,,15.0,73.33333333333333,2.0,4.333333333333333,3.6666666666666665,18.666666666666668,92.0,18.666666666666668,5.606349206349207,5.68524531024531,5.5,4.083333333333333,,15.0,72.0,1.5,3.4,2.8,29.4,101.4,17.8,5.365723399407609,6.4897186147186146,17.8,15.716666666666669,,13.692307692307692,78.15384615384616,1.4285714285714286,3.8181818181818183,3.090909090909091,26.545454545454547,104.27272727272727,16.545454545454547,6.009486650326731,6.780573851985335,12.543290043290044,10.49935064935065,
